phone_id,brand,model,marketing_name,release_year,release_month,operating_system,os_version,5g_supported,screen_size_inches,screen_resolution,refresh_rate_hz,panel_type,processor_brand,processor_model,core_count,ram_gb,storage_gb,card_slot_available,main_camera_mp,num_rear_cameras,front_camera_mp,battery_capacity_mah,charging_speed_w,wireless_charging,weight_grams,thickness_mm,body_material,water_resistance_rating,original_price_usd,region_market,stock_availability,user_rating,review_count,discounted_price_usd
196180,Vivo,Model_163,Pro Max 96180,2024,12,Android,15,No,6.4,FHD+,120,OLED,Snapdragon,Gen_1,8,8,128,Yes,200,2,50,5500,25,No,212,7.4,Titanium,None,825,Europe,397,3.6,6527,657.22
117405,Apple,Model_563,Pro Max 17405,2026,1,iOS,14,Yes,6.7,FHD+,60,Super AMOLED,Tensor,Gen_4,4,8,64,Yes,200,4,16,5500,45,No,170,9.0,Eco-Leather,IP68,315,Asia,2056,4.3,15544,297.28
171235,Vivo,Model_558,Pro Max 71235,2025,1,Android,17,Yes,5.8,HD+,120,Super AMOLED,Apple A-Series,Gen_1,8,16,128,Yes,48,4,32,4000,67,No,163,7.6,Glass/Aluminum,None,1333,Asia,3274,4.6,8494,1111.5
212139,Realme,Model_569,Lite 112139,2024,1,Android,15,Yes,5.8,QHD+,90,IPS LCD,Exynos,Gen_2,8,4,64,No,108,1,16,5500,67,No,214,9.2,Glass/Aluminum,IP67,1392,MEA,4997,4.0,9377,1299.83
180500,OnePlus,Model_864,Pro Max 80500,2024,7,Android,16,Yes,6.3,FHD+,120,Super AMOLED,Apple A-Series,Gen_4,6,12,64,Yes,108,4,12,5000,100,Yes,234,8.7,Eco-Leather,IP53,1070,Asia,4909,4.8,8687,889.18
139940,Apple,Model_499,Pro Max 39940,2024,10,iOS,16,Yes,5.8,QHD+,120,AMOLED,Tensor,Gen_1,8,8,256,No,64,2,16,5500,45,No,161,8.3,Glass/Aluminum,None,1511,MEA,3893,4.1,3132,1158.32
179679,OnePlus,Model_354,Lite 79679,2024,4,Android,15,Yes,5.9,FHD+,90,AMOLED,Apple A-Series,Gen_1,8,12,128,No,108,1,8,6000,67,Yes,214,8.0,Eco-Leather,None,1121,North America,657,4.0,4837,963.8
194859,OnePlus,Model_582,Lite 94859,2023,5,Android,14,No,6.2,4K,60,Super AMOLED,Tensor,Gen_2,8,6,128,No,48,4,12,6000,45,No,210,7.3,Glass/Plastic,IP68,754,Global,4456,4.7,12571,574.54
163166,Realme,Model_183,Lite 63166,2025,2,Android,17,Yes,6.8,HD+,60,IPS LCD,Exynos,Gen_1,8,4,256,Yes,108,4,32,5000,45,No,176,7.8,Glass/Plastic,,1131,Global,2646,4.4,18032,1013.57
198862,Motorola,Model_842,Lite 98862,2023,11,Android,15,Yes,6.4,HD+,120,OLED,Tensor,Gen_2,8,8,128,Yes,64,2,32,6000,120,Yes,213,9.0,Titanium,IP68,1415,MEA,512,4.7,18002,1107.5
135302,Samsung,Model_329,Lite 35302,2024,5,Android,15,Yes,6.3,FHD+,120,Super AMOLED,Apple A-Series,Gen_4,8,6,128,No,50,2,32,5000,100,Yes,233,8.3,Plastic,IP53,457,Global,2322,4.4,11128,376.8
165998,Motorola,Model_753,Lite 65998,2025,5,Android,16,Yes,5.8,FHD+,60,IPS LCD,Snapdragon,Gen_4,4,4,256,No,108,1,32,5500,67,Yes,160,7.7,Plastic,IP67,1179,North America,4979,3.7,7674,955.38
181051,Realme,Model_319,Lite 81051,2023,10,Android,17,Yes,6.5,FHD+,90,IPS LCD,MediaTek Dimensity,Gen_3,8,12,128,Yes,12,4,12,5500,33,No,203,7.8,Plastic,IP53,737,Global,3400,4.7,9460,699.39
191063,Apple,Model_372,Ultra 91063,2025,12,iOS,17,No,6.4,FHD+,120,IPS LCD,Snapdragon,Gen_3,8,6,512,Yes,50,2,50,4000,33,No,177,7.4,Eco-Leather,IP68,1078,Global,2023,4.8,10369,815.98
219124,Realme,Model_871,Lite 119124,2025,1,Android,14,Yes,6.0,FHD+,144,IPS LCD,Tensor,Gen_1,6,8,512,No,64,1,16,6000,33,No,216,8.0,Glass/Plastic,None,942,MEA,84,4.3,14112,832.86
167615,OnePlus,Model_174,Pro Max 67615,2025,1,Android,15,Yes,6.9,HD+,60,OLED,Helio,Gen_2,8,8,128,Yes,12,3,50,5000,100,No,204,8.2,Titanium,IP67,669,North America,1291,4.7,17725,613.48
243463,Samsung,Model_951,Lite 143463,2025,7,Android,17,No,5.5,FHD+,120,Super AMOLED,Helio,Gen_2,8,16,256,No,50,2,50,4500,67,No,190,8.4,Glass/Plastic,,1383,Global,4123,4.4,8557,1249.7
104249,Apple,Model_376,Ultra 4249,2025,4,iOS,15,Yes,6.1,FHD+,120,OLED,,Gen_3,8,8,128,No,200,1,32,5000,45,No,182,9.0,Eco-Leather,IP67,1179,North America,1355,3.7,9827,955.15
155779,Samsung,Model_749,Lite 55779,2025,11,Android,17,Yes,5.6,FHD+,120,IPS LCD,Tensor,Gen_3,4,6,512,No,50,3,16,4000,25,No,238,8.1,Eco-Leather,None,628,Europe,1734,4.8,2560,531.83
152927,Google,Model_599,Ultra 52927,2023,3,Android,16,Yes,6.0,QHD+,120,OLED,Tensor,Gen_3,8,12,512,Yes,64,2,16,5000,18,No,185,9.4,Plastic,IP68,1216,Global,1862,4.7,16012,969.1
130286,Motorola,Model_478,Lite 30286,2024,7,Android,17,Yes,6.6,FHD+,90,AMOLED,Helio,Gen_1,8,6,256,Yes,108,3,8,4500,120,No,171,8.2,Glass/Plastic,,227,Global,1689,4.4,5215,214.13
204911,Apple,Model_245,Lite 104911,2023,12,iOS,14,Yes,5.6,QHD+,120,Super AMOLED,Apple A-Series,Gen_3,8,24,128,No,200,4,16,4500,67,No,170,8.8,Glass/Plastic,None,454,MEA,2941,4.5,5684,341.72
149234,Xiaomi,Model_135,Lite 49234,2026,3,Android,16,Yes,5.7,FHD+,144,Super AMOLED,Snapdragon,Gen_3,8,16,256,Yes,200,3,50,5000,67,No,172,8.1,Glass/Plastic,,215,Global,3951,4.0,5086,168.45
235201,Apple,Model_408,Lite 135201,2024,7,iOS,14,Yes,6.0,FHD+,120,OLED,Helio,Gen_1,6,24,128,Yes,200,1,16,4000,67,No,202,8.5,Eco-Leather,IP67,1059,North America,4154,4.6,3166,812.67
125840,Huawei,Model_315,Pro Max 25840,2025,9,Android,14,Yes,5.8,FHD+,60,Super AMOLED,Snapdragon,Gen_3,8,8,128,Yes,108,2,8,4000,33,No,170,8.7,Titanium,IP53,187,Asia,297,3.8,6281,171.72
170267,Apple,Model_472,Lite 70267,2023,1,iOS,14,Yes,5.9,FHD+,120,IPS LCD,Snapdragon,Gen_3,8,8,512,Yes,50,4,8,4000,67,Yes,209,7.7,Eco-Leather,IP67,1084,MEA,3602,4.0,7044,873.52
190846,Vivo,Model_252,Ultra 90846,2025,12,Android,15,No,5.7,FHD+,90,AMOLED,Apple A-Series,Gen_4,8,8,128,Yes,108,1,32,6000,100,Yes,221,8.3,Titanium,IP67,796,Global,2248,3.9,14495,727.19
153727,Oppo,Model_152,Lite 53727,2025,9,Android,16,Yes,6.7,FHD+,90,OLED,Apple A-Series,Gen_3,6,8,128,No,12,4,32,4500,67,No,239,9.1,Plastic,IP67,429,MEA,2873,3.5,22166,379.73
244895,OnePlus,Model_538,Pro Max 144895,2024,4,Android,17,Yes,6.4,FHD+,90,OLED,Exynos,Gen_2,8,6,256,Yes,108,4,50,5000,33,No,200,8.3,Titanium,IP68,224,Global,1758,4.1,13478,179.69
226128,Huawei,Model_409,Lite 126128,2025,4,Android,15,Yes,6.7,FHD+,120,Super AMOLED,MediaTek Dimensity,Gen_3,8,4,128,Yes,200,2,50,5500,33,No,188,8.7,Titanium,IP67,816,MEA,4142,,20482,740.59
114039,Samsung,Model_582,Lite 14039,2024,12,Android,15,Yes,5.6,FHD+,144,Super AMOLED,Helio,Gen_3,8,16,512,Yes,200,4,32,6000,45,No,180,8.9,Titanium,IP68,1239,Asia,4223,3.6,8618,1146.79
174868,Xiaomi,Model_162,Lite 74868,2025,4,Android,17,No,6.7,QHD+,90,Super AMOLED,Exynos,Gen_4,4,6,64,No,200,4,12,5500,18,Yes,205,7.3,Glass/Aluminum,IP67,1141,MEA,3858,4.0,13214,955.51
177222,Oppo,Model_694,Lite 77222,2024,12,Android,15,Yes,6.1,4K,120,AMOLED,Exynos,Gen_2,6,12,128,No,48,4,16,5000,45,No,221,9.4,Glass/Aluminum,None,228,North America,503,4.1,6963,
174282,OnePlus,Model_107,Lite 74282,2025,6,Android,17,Yes,5.6,QHD+,60,IPS LCD,Apple A-Series,Gen_1,8,16,64,Yes,50,4,16,5000,67,No,186,7.4,Glass/Aluminum,IP67,1253,Global,1908,4.3,24440,1109.85
130282,Realme,Model_763,Ultra 30282,2025,5,Android,15,Yes,6.8,FHD+,120,OLED,Tensor,Gen_4,8,16,128,No,12,3,16,6000,100,No,187,8.6,Plastic,IP68,1505,Europe,3858,,24720,1184.51
247170,Huawei,Model_672,Pro Max 147170,2025,4,Android,14,Yes,6.1,QHD+,90,IPS LCD,Exynos,Gen_3,6,8,256,No,12,4,50,6000,33,No,196,9.1,Glass/Plastic,None,795,Asia,3287,4.1,14688,712.32
121092,Google,Model_921,Lite 21092,2024,1,Android,16,Yes,5.6,QHD+,90,IPS LCD,Exynos,Gen_2,8,8,128,No,108,3,8,5000,67,No,196,9.2,Glass/Plastic,IP67,913,North America,817,3.7,22930,851.21
190220,Realme,Model_375,Pro Max 90220,2025,1,Android,15,Yes,6.0,FHD+,144,OLED,Exynos,Gen_4,8,6,256,Yes,12,2,50,6000,67,No,177,8.3,Plastic,IP67,294,Europe,3450,4.8,8531,276.18
230338,OnePlus,Model_286,Lite 130338,2025,10,Android,17,No,6.0,FHD+,120,OLED,Apple A-Series,Gen_3,8,16,256,Yes,200,2,8,6000,100,No,176,7.4,Glass/Plastic,IP53,1369,Asia,2359,3.9,6046,1184.4
116516,Google,Model_379,Lite 16516,2026,9,Android,15,Yes,5.7,HD+,120,AMOLED,Exynos,Gen_1,8,8,64,Yes,108,4,8,6000,100,Yes,204,8.2,Titanium,IP67,1157,Europe,294,4.9,7250,1036.78
116899,OnePlus,Model_625,Lite 16899,2024,5,Android,15,Yes,6.1,FHD+,120,IPS LCD,Helio,Gen_3,8,4,128,No,200,4,16,4500,120,No,193,8.1,Eco-Leather,IP53,1449,MEA,4200,4.2,1402,1135.5
106840,Vivo,Model_106,Pro Max 6840,2025,7,Android,14,Yes,6.8,FHD+,120,OLED,Snapdragon,Gen_4,8,6,512,Yes,200,1,8,6000,33,No,221,8.1,Titanium,IP67,600,North America,2692,4.5,22462,509.78
194459,Oppo,Model_187,Lite 94459,2023,10,Android,16,Yes,6.7,FHD+,120,OLED,Snapdragon,Gen_3,4,6,1024,No,200,1,16,5000,67,No,190,7.2,Glass/Plastic,None,1467,Europe,455,3.8,4614,1227.17
185922,Huawei,Model_112,Lite 85922,2025,9,Android,16,No,6.1,FHD+,90,Super AMOLED,MediaTek Dimensity,Gen_3,8,12,256,Yes,48,2,32,5000,100,No,215,8.3,Glass/Aluminum,IP67,373,North America,1,4.7,101,321.72
102718,Motorola,Model_979,Lite 2718,2025,12,Android,17,Yes,5.7,FHD+,120,AMOLED,Tensor,Gen_1,8,16,1024,No,64,2,50,5500,45,No,217,7.4,Glass/Plastic,IP67,1588,MEA,2502,3.8,22601,1255.11
186915,Motorola,Model_515,Pro Max 86915,2025,2,Android,15,No,6.2,HD+,120,AMOLED,Exynos,Gen_2,8,8,128,No,12,2,50,6000,33,No,235,7.4,Glass/Aluminum,IP67,1000,North America,2102,4.8,23983,846.07
136428,Google,Model_320,Ultra 36428,2025,7,Android,16,Yes,6.8,FHD+,120,OLED,Exynos,Gen_1,8,8,512,No,64,4,32,6000,45,Yes,184,7.3,Titanium,IP53,1241,Europe,525,3.5,9538,971.21
152878,Realme,Model_217,Ultra 52878,2025,4,Android,15,Yes,5.9,FHD+,90,IPS LCD,Snapdragon,Gen_2,8,12,1024,No,108,2,50,6000,120,No,184,9.4,Glass/Aluminum,IP68,1071,Asia,1736,4.9,24771,1004.77
150630,Motorola,Model_440,Pro Max 50630,2025,1,Android,15,Yes,6.2,QHD+,90,AMOLED,MediaTek Dimensity,Gen_1,8,8,1024,No,50,3,12,5000,45,Yes,209,7.3,Plastic,IP67,666,Asia,3397,4.9,5170,536.51
221340,OnePlus,Model_732,Pro Max 121340,2025,8,Android,14,Yes,5.9,FHD+,60,Super AMOLED,Exynos,Gen_1,8,8,128,No,50,1,50,5000,67,No,169,7.2,Glass/Plastic,IP68,1582,Global,1877,3.8,22275,1371.26
170024,Vivo,Model_664,Lite 70024,2026,8,Android,16,Yes,5.9,HD+,120,OLED,Apple A-Series,Gen_3,8,8,512,Yes,108,3,32,6000,67,No,237,7.2,Plastic,IP67,1420,MEA,3851,4.9,19316,1285.12
152570,Oppo,Model_937,Pro Max 52570,2023,2,Android,15,No,6.2,HD+,120,OLED,Exynos,Gen_3,8,16,256,Yes,50,3,16,4500,100,Yes,221,7.4,Glass/Aluminum,IP53,1396,MEA,834,3.9,20365,1103.88
152477,Apple,Model_143,Lite 52477,2025,12,iOS,16,Yes,,FHD+,120,IPS LCD,Snapdragon,Gen_2,8,12,256,Yes,64,2,12,6000,45,Yes,171,9.1,Titanium,IP53,459,MEA,1393,3.6,15810,391.23
115815,Oppo,Model_239,Pro Max 15815,2023,5,Android,17,Yes,5.8,FHD+,120,Super AMOLED,Helio,Gen_3,8,8,64,No,200,1,12,5000,100,No,232,9.3,Eco-Leather,IP53,332,Asia,541,3.9,12196,269.83
166118,Samsung,Model_614,Lite 66118,2025,1,Android,16,Yes,6.7,FHD+,120,AMOLED,MediaTek Dimensity,Gen_3,8,8,256,No,50,1,16,4000,100,No,179,7.3,Titanium,None,1222,North America,4252,4.4,6535,998.66
112732,Google,Model_863,Lite 12732,2025,9,Android,15,Yes,5.9,FHD+,144,AMOLED,MediaTek Dimensity,Gen_4,8,4,128,No,200,4,16,4500,25,No,220,7.4,Glass/Aluminum,IP68,673,Global,340,4.9,4033,619.87
117364,Samsung,Model_789,Lite 17364,2025,9,Android,17,Yes,5.6,FHD+,60,IPS LCD,Helio,Gen_4,8,4,128,Yes,50,1,12,5000,67,No,229,8.4,Titanium,None,699,North America,3150,3.6,7318,658.02
100113,Xiaomi,Model_370,Lite 113,2024,12,Android,17,Yes,5.6,FHD+,120,AMOLED,Exynos,Gen_3,8,8,256,No,64,3,50,5500,18,Yes,181,7.7,Glass/Plastic,None,1501,Europe,912,4.3,11019,1351.47
116435,Xiaomi,Model_552,Pro Max 16435,2025,2,Android,15,Yes,5.7,HD+,120,Super AMOLED,Tensor,Gen_4,8,4,128,Yes,200,3,8,5000,100,Yes,200,7.1,Glass/Aluminum,,1011,Europe,2670,4.7,5173,771.1
102784,Oppo,Model_221,Lite 2784,2024,2,Android,14,Yes,5.6,FHD+,60,Super AMOLED,Apple A-Series,Gen_4,8,12,256,No,108,2,50,4000,67,No,192,7.7,Eco-Leather,IP67,186,MEA,1928,4.2,9600,151.09
128319,Oppo,Model_232,Lite 28319,2025,10,Android,14,Yes,6.0,QHD+,120,IPS LCD,Tensor,Gen_1,8,8,256,No,12,2,32,5000,67,Yes,204,8.9,Glass/Plastic,IP53,331,Europe,907,3.6,4651,308.45
225862,Samsung,Model_468,Lite 125862,2024,12,Android,14,Yes,6.3,FHD+,90,OLED,MediaTek Dimensity,Gen_1,8,8,256,No,50,3,8,4500,45,Yes,211,7.1,Eco-Leather,IP68,1489,Global,964,4.8,18426,1220.46
198801,Motorola,Model_701,Lite 98801,2025,5,Android,17,Yes,5.7,FHD+,90,Super AMOLED,Helio,Gen_1,8,8,64,Yes,50,4,16,5000,18,No,185,8.2,Titanium,IP67,1418,North America,462,3.5,24392,1309.45
235911,Motorola,Model_788,Lite 135911,2024,9,Android,17,Yes,5.7,FHD+,120,Super AMOLED,Snapdragon,Gen_4,8,12,512,No,50,4,12,4500,33,No,192,9.1,Titanium,IP68,196,MEA,1618,4.8,6036,151.41
236350,OnePlus,Model_194,Pro Max 136350,2023,4,Android,14,Yes,6.6,FHD+,120,Super AMOLED,Snapdragon,Gen_2,8,8,64,No,64,2,8,5500,120,No,210,7.5,Glass/Aluminum,IP67,1535,Asia,4321,3.5,19326,1297.61
212354,Realme,Model_625,Lite 112354,2025,7,Android,17,Yes,5.8,FHD+,120,IPS LCD,Tensor,Gen_1,8,8,128,No,50,2,12,4500,33,No,215,7.3,Glass/Plastic,IP53,561,North America,2154,3.8,17449,493.97
219282,Google,Model_224,Lite 119282,2024,9,Android,17,Yes,6.1,FHD+,120,IPS LCD,Tensor,Gen_3,6,8,256,No,64,1,8,5500,100,No,182,9.2,Glass/Plastic,IP68,357,Europe,1434,4.7,7685,300.01
187996,Motorola,Model_903,Lite 87996,2026,2,Android,16,Yes,6.9,HD+,120,Super AMOLED,Snapdragon,Gen_4,8,4,256,No,200,4,16,6000,100,No,192,8.5,Eco-Leather,,426,Asia,4187,4.1,6539,363.15
241859,Realme,Model_160,Lite 141859,2024,4,Android,17,Yes,6.4,QHD+,90,AMOLED,Snapdragon,Gen_3,8,24,128,Yes,200,1,32,5500,120,Yes,214,8.8,Glass/Aluminum,IP67,1209,North America,3870,4.4,1983,1133.18
141874,Google,Model_662,Ultra 41874,2024,5,Android,15,Yes,6.6,FHD+,60,IPS LCD,Exynos,Gen_1,8,12,128,Yes,50,1,12,6000,18,Yes,189,9.1,Plastic,,1376,Global,3236,3.9,20740,1211.81
244309,Apple,Model_102,Lite 144309,2025,2,iOS,16,No,6.8,FHD+,120,OLED,Snapdragon,Gen_2,8,8,128,No,64,1,16,5000,67,Yes,227,7.9,Plastic,IP67,921,Asia,772,4.2,7974,742.26
121895,Google,Model_974,Pro Max 21895,2025,9,Android,16,Yes,6.6,FHD+,60,OLED,Exynos,Gen_3,8,8,128,Yes,50,1,8,5500,100,Yes,217,8.7,Plastic,None,1114,Global,3686,4.3,17328,1001.39
165529,Motorola,Model_172,Lite 65529,2026,3,Android,15,Yes,6.3,FHD+,120,AMOLED,Helio,Gen_3,8,6,128,Yes,108,4,8,5000,45,No,216,9.2,Titanium,IP68,847,MEA,3217,4.5,21658,791.81
240459,Vivo,Model_694,Lite 140459,2025,12,Android,17,Yes,6.7,FHD+,120,Super AMOLED,,Gen_1,8,12,64,Yes,12,2,50,5000,45,No,237,7.3,Eco-Leather,IP68,733,Global,4485,4.7,14787,659.77
227098,Google,Model_442,Lite 127098,2025,9,Android,17,Yes,6.9,FHD+,144,AMOLED,Tensor,Gen_4,8,16,512,Yes,48,3,50,6000,33,No,164,8.6,Titanium,IP53,773,North America,1329,4.5,4805,589.99
141203,Oppo,Model_118,Lite 41203,2025,5,Android,16,Yes,6.2,QHD+,90,Super AMOLED,MediaTek Dimensity,Gen_4,6,12,128,Yes,50,4,12,5500,67,No,235,8.2,Glass/Aluminum,IP67,229,Asia,1155,,12530,217.2
205158,OnePlus,Model_284,Lite 105158,2024,9,Android,17,Yes,6.8,QHD+,120,AMOLED,Helio,Gen_1,8,16,128,Yes,64,1,16,6000,120,No,173,8.4,Eco-Leather,IP68,1248,North America,189,4.3,18562,950.08
218583,OnePlus,Model_631,Lite 118583,2025,10,Android,15,Yes,6.1,FHD+,120,AMOLED,,Gen_4,6,16,128,Yes,64,3,32,4000,100,No,172,9.3,Titanium,,1223,Global,1963,4.0,3331,966.61
171957,Realme,Model_877,Lite 71957,2023,12,Android,14,Yes,5.7,FHD+,90,IPS LCD,Tensor,Gen_2,8,6,256,Yes,12,3,12,4500,45,No,175,8.5,Glass/Plastic,None,252,Asia,983,4.4,16422,194.65
194931,Realme,Model_292,Lite 94931,2025,10,Android,15,Yes,6.7,FHD+,60,Super AMOLED,Helio,Gen_1,8,6,128,Yes,50,4,16,5500,100,Yes,165,7.2,Titanium,IP53,921,Asia,3613,4.4,13667,851.98
171081,Xiaomi,Model_749,Lite 71081,2023,7,Android,17,Yes,6.8,HD+,120,Super AMOLED,Exynos,Gen_3,8,8,128,Yes,48,1,32,6000,25,No,230,9.2,Glass/Plastic,IP68,1423,Global,724,4.0,4834,1149.53
135190,Samsung,Model_247,Pro Max 35190,2025,7,Android,16,No,6.4,FHD+,120,Super AMOLED,Tensor,Gen_3,8,8,512,Yes,108,1,12,5500,45,No,161,8.5,Eco-Leather,IP53,1481,Asia,4764,3.6,13347,1298.73
233717,Xiaomi,Model_237,Lite 133717,2025,7,Android,14,Yes,6.8,HD+,120,AMOLED,,Gen_3,8,8,128,No,108,1,12,4000,18,No,208,9.4,Glass/Plastic,IP68,1052,North America,3940,4.1,24948,896.55
245614,Google,Model_697,Ultra 145614,2024,4,Android,15,Yes,5.9,HD+,90,OLED,Snapdragon,Gen_2,8,4,64,No,12,1,8,6000,120,No,222,7.6,Glass/Aluminum,IP67,1398,Asia,4312,3.8,1284,
246815,Apple,Model_870,Pro Max 146815,2025,1,iOS,15,Yes,6.1,QHD+,60,AMOLED,MediaTek Dimensity,Gen_3,8,8,256,No,48,1,12,4500,45,No,170,7.4,Titanium,IP67,1055,Global,3931,4.3,964,843.33
217946,Realme,Model_585,Lite 117946,2023,6,Android,15,Yes,6.7,QHD+,120,OLED,Snapdragon,Gen_2,4,8,128,No,12,1,12,6000,120,Yes,214,8.4,Titanium,IP68,1014,North America,4799,3.7,10268,763.94
208911,Oppo,Model_562,Lite 108911,2023,9,Android,14,Yes,6.8,FHD+,90,AMOLED,Exynos,Gen_4,8,8,128,No,200,3,50,6000,18,No,204,7.8,Titanium,None,1535,Europe,2730,3.9,18300,
200293,Huawei,Model_955,Lite 100293,2025,8,Android,17,Yes,5.7,FHD+,120,OLED,Tensor,Gen_2,8,16,256,Yes,200,3,50,6000,25,Yes,234,8.4,Glass/Aluminum,IP68,808,Global,246,4.1,14834,677.22
113610,Samsung,Model_573,Pro Max 13610,2023,8,Android,17,Yes,6.9,FHD+,90,IPS LCD,Snapdragon,Gen_2,6,8,1024,No,200,4,32,6000,25,No,216,7.8,Plastic,IP67,177,Europe,4365,,24345,150.32
111346,Motorola,Model_198,Lite 11346,2026,11,Android,16,Yes,6.6,HD+,120,AMOLED,Apple A-Series,Gen_2,8,16,256,Yes,50,1,50,5000,100,Yes,226,7.3,Titanium,IP68,747,Global,2857,4.6,13193,622.04
242774,Oppo,Model_788,Lite 142774,2024,2,Android,15,Yes,6.2,4K,90,Super AMOLED,MediaTek Dimensity,Gen_2,8,8,128,Yes,48,4,50,5000,67,No,221,9.0,Glass/Aluminum,IP68,292,Europe,1255,3.9,21296,224.87
102338,Apple,Model_916,Ultra 2338,2023,2,iOS,16,Yes,6.6,HD+,120,Super AMOLED,Exynos,Gen_4,8,8,512,No,12,4,16,6000,67,No,178,9.1,Plastic,None,1328,North America,240,3.7,19048,1069.64
128509,Google,Model_315,Lite 28509,2026,1,Android,15,Yes,6.0,HD+,120,OLED,Tensor,Gen_1,8,6,256,Yes,50,3,12,5500,18,Yes,221,8.7,Plastic,IP67,1407,Global,4951,4.5,23410,1238.73
224690,Samsung,Model_362,Pro Max 124690,2023,8,Android,14,No,6.7,FHD+,90,IPS LCD,Exynos,Gen_4,8,24,512,No,48,2,12,5500,120,No,167,9.4,Titanium,IP53,758,North America,465,4.7,7051,645.68
116227,Motorola,Model_804,Lite 16227,2023,5,Android,15,Yes,5.8,FHD+,144,OLED,,Gen_4,6,8,1024,Yes,12,1,32,5500,33,No,235,8.1,Plastic,IP67,1598,MEA,3553,4.3,5510,1457.98
247928,Xiaomi,Model_522,Lite 147928,2025,9,Android,14,Yes,5.8,FHD+,90,AMOLED,Helio,Gen_1,8,4,1024,Yes,12,3,50,5500,25,No,196,7.2,Titanium,None,481,MEA,825,3.8,18949,383.61
106756,Realme,Model_488,Lite 6756,2025,9,Android,16,No,6.7,HD+,120,OLED,Helio,Gen_4,8,4,256,Yes,48,3,8,6000,25,Yes,218,7.8,Titanium,IP67,283,Global,3150,4.1,10811,
245805,Motorola,Model_559,Pro Max 145805,2024,6,Android,14,No,6.8,FHD+,90,IPS LCD,Snapdragon,Gen_1,8,8,128,No,50,3,16,5000,25,Yes,172,9.2,Eco-Leather,None,297,MEA,965,3.6,8743,255.11
243432,Huawei,Model_111,Lite 143432,2023,1,Android,17,Yes,6.9,FHD+,60,OLED,Snapdragon,Gen_1,8,8,128,Yes,50,3,8,5500,67,No,200,7.6,Glass/Plastic,None,929,MEA,3916,4.7,23245,729.85
188118,Google,Model_473,Lite 88118,2025,11,Android,14,Yes,5.7,QHD+,90,OLED,Helio,Gen_2,6,4,64,No,64,3,32,4000,25,Yes,208,7.9,Glass/Plastic,None,227,Europe,2735,4.9,9905,203.08
176275,Oppo,Model_942,Pro Max 76275,2023,4,Android,15,Yes,6.9,FHD+,120,IPS LCD,Exynos,Gen_4,8,12,128,Yes,48,3,12,4000,120,Yes,177,9.4,Eco-Leather,IP68,1555,Global,4777,4.3,12977,1327.59
152312,Oppo,Model_913,Lite 52312,2023,4,Android,14,Yes,6.7,FHD+,120,Super AMOLED,Snapdragon,Gen_2,8,8,256,No,48,4,32,5000,18,Yes,189,7.9,Eco-Leather,IP53,1126,North America,3995,4.4,82,1049.8
120762,Xiaomi,Model_894,Ultra 20762,2024,8,Android,16,Yes,6.6,FHD+,120,OLED,Apple A-Series,Gen_4,4,12,128,No,64,2,8,5500,33,No,227,8.3,Plastic,IP68,450,Europe,2330,4.8,4020,406.09
194225,Xiaomi,Model_418,Pro Max 94225,2024,10,Android,16,Yes,5.8,FHD+,144,IPS LCD,MediaTek Dimensity,Gen_3,8,8,128,No,108,4,12,5000,25,Yes,200,7.9,Plastic,IP68,1578,Europe,3107,4.1,16677,1389.84
192432,Xiaomi,Model_677,Lite 92432,2023,12,Android,14,Yes,5.6,QHD+,144,Super AMOLED,Tensor,Gen_3,8,8,256,Yes,48,1,32,4000,33,Yes,221,9.4,Plastic,IP67,1222,Asia,2997,4.8,10132,1093.01
173377,Motorola,Model_186,Lite 73377,2025,2,Android,14,Yes,5.6,QHD+,120,AMOLED,Exynos,Gen_1,6,12,128,Yes,200,1,16,5000,25,No,194,8.5,Glass/Aluminum,IP67,316,MEA,3558,4.4,19470,255.9
191289,Motorola,Model_274,Lite 91289,2024,2,Android,17,Yes,5.6,FHD+,120,OLED,Tensor,Gen_3,8,8,256,Yes,108,2,16,6000,45,No,239,8.4,Eco-Leather,IP53,914,MEA,4032,3.6,5433,749.4
107473,Xiaomi,Model_281,Lite 7473,2024,4,Android,14,Yes,5.9,FHD+,120,OLED,,Gen_1,8,24,256,Yes,64,3,50,5500,67,No,227,7.8,Glass/Plastic,None,967,Europe,2808,4.6,5557,754.05
136873,Oppo,Model_280,Lite 36873,2023,7,Android,16,Yes,6.6,FHD+,120,AMOLED,Tensor,Gen_4,8,12,64,No,200,2,16,4500,45,No,180,8.9,Glass/Aluminum,IP68,1285,Europe,1679,4.1,15768,1074.89
178976,Xiaomi,Model_184,Lite 78976,2025,11,Android,15,Yes,5.6,4K,60,OLED,MediaTek Dimensity,Gen_4,8,8,128,No,64,4,8,6000,100,No,181,8.2,Glass/Aluminum,None,1459,North America,1986,4.1,8375,1335.22
211968,OnePlus,Model_936,Lite 111968,2023,12,Android,16,Yes,6.3,FHD+,144,Super AMOLED,Helio,Gen_2,8,4,1024,Yes,108,2,50,5500,120,No,206,7.7,Eco-Leather,IP68,258,Asia,150,3.6,1599,
154532,Huawei,Model_329,Lite 54532,2024,1,Android,14,Yes,5.6,FHD+,120,Super AMOLED,Apple A-Series,Gen_1,8,24,128,Yes,108,2,32,5000,100,No,188,7.3,Glass/Aluminum,IP68,350,Global,17,4.0,22502,305.29
